ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000251430	ENSG00000251430.1	RP11-63H19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251385	ENSG00000251385.2	RP11-63H19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249893	ENSG00000249893.1	MTND6P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250169	ENSG00000250169.1	MTND5P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248259	ENSG00000248259.1	RP11-63H19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249045	ENSG00000249045.1	RP11-63H19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248328	ENSG00000248328.1	RP11-63H19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249072	ENSG00000249072.1	RP11-777B9.5	0	0	0.2352	0	0	0	0	0.9125	0.6537	0.61295	0.38115	0.3578	0.4451	0.5649	0.6724	0.6892	0.6724	0.62775	0.5402	0.6868	0	0.1732	0	0	0.3369	0.2002	0.19255	0.20055	0	0.115975	0	0.2599	0.3598	0.3671	0.1641	0	0	0.1887	0	0	0	0	0.23475	0.1228	0.1613	0.132	0	0.17285	0.2406	0.459	0	0	0	0.228949528301887	12.3632745283019
ENSG00000248282	ENSG00000248282.1	RP11-112L18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251449	ENSG00000251449.2	MTND1P19	0	0	0	0	0	0	0	0	0	0	0.1368	0.3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00839056603773585	0.453090566037736
ENSG00000270394	ENSG00000270394.1	MTRNR2L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249247	ENSG00000249247.1	RP11-627H22.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249770	ENSG00000249770.1	MTND6P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248748	ENSG00000248748.1	MTND5P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248548	ENSG00000248548.1	MTND4P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249127	ENSG00000249127.1	MTND3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249698	ENSG00000249698.1	RP11-627H22.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248420	ENSG00000248420.1	MTATP6P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249386	ENSG00000249386.1	RP11-627H22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251223	ENSG00000251223.1	RP11-627H22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350943396226415	0.0189509433962264
ENSG00000248907	ENSG00000248907.1	MTND2P33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251407	ENSG00000251407.1	MTND1P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250839	ENSG00000250839.1	RP11-296L20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248770	ENSG00000248770.1	RP11-665C14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248951	ENSG00000248951.2	RP11-325I22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2893	0	0	0	0	0.00545849056603774	0.294758490566038
ENSG00000248729	ENSG00000248729.1	RP11-531A21.3	0	0	0.017285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34055	0.1056	0	0	0	0	0	0	0	0	0	0	0	0.05355	0	0.1161	0	0.12505	0.09686	0.0785	0.1415	0	0	0	0.0627	0.11435	0	0.2452	0.1233	0	0	0	0.030576320754717	1.65112132075472
ENSG00000250808	ENSG00000250808.1	RP11-531A21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23535	0.08799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037815	0	0.2295	0	0	0	0	0.0111444339622642	0.601799433962264
ENSG00000251476	ENSG00000251476.2	RP11-531A21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24835	0.09692	0.0662	0	0	0	0	0	0	0	0	0	0	0	0	0.0775	0	0.067	0	0.05373	0.04442	0	0	0	0.04407	0	0	0.1724	0.09326	0	0	0	0.0181858490566038	0.982035849056604
ENSG00000250389	ENSG00000250389.1	MTND6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248765	ENSG00000248765.1	RP11-417J1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271043	ENSG00000271043.1	MTRNR2L2	1.551	1.578	3.009	1.051	1.368	1.531	1.21	9.009	7.4	7.746	4.2775	4.208	5.6705	6.495	8.363	6.829	8.35	8.2795	6.036	8.5145	1.441	1.505	1.119	0.83645	0.7496	1.916	1.909	1.91	1.249	1.7655	0.9106	3.311	4.453	4.235	1.888	1.572	1.147	2.3245	1.6475	1.246	0.62195	1.667	1.876	1.51	1.552	1.59	1.2185	1.918	2.372	1.627	1.301	1.369	0.9147	3.00279811320755	162.151098113208
ENSG00000248170	ENSG00000248170.1	RP11-1072N2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251544	ENSG00000251544.1	MTND5P12	0	0	0	0	0	0	0	0.0714	0.1005	0.14005	0.3014	0.2169	0.095305	0.1212	0.06347	0.09395	0.1851	0.10965	0.01346	0.037675	0	0	0	0	0	0	0	0	0	0	0.08287	0	0.01983	0	0	0	0	0	0	0	0	0.05483	0	0	0	0.02502	0.03379	0	0.08726	0	0	0	0	0.0349747169811321	1.88863471698113
ENSG00000254132	ENSG00000254132.1	MTND6P3	0	0	0.02231	0	0	0	0.1016	0.0841	0.1222	0.15025	0.1397	0.1448	0.09889	0.1104	0.08926	0.08225	0.1388	0.1504	0.04844	0.056255	0	0	0	0	0	0	0	0.058565	0	0	0.2323	0.06129	0.06794	0.06423	0	0.05421	0	0.064625	0	0	0	0	0	0.07839	0.07423	0.07731	0.05593	0.067045	0	0	0	0	0	0.0470890566037736	2.54280905660377
ENSG00000251340	ENSG00000251340.1	RP11-461G12.2	0	0	0	0	0	0	0	0.055755	0.07359	0.12525	0.25665	0.1953	0.066725	0.08863	0.04846	0.06843	0.1466	0.08872	0	0.023775	0	0	0	0	0	0	0	0	0	0	0	0	0.03084	0	0	0	0	0	0	0	0	0.03867	0	0	0	0	0	0	0.07964	0	0	0	0	0.0261704716981132	1.41320547169811
ENSG00000248931	ENSG00000248931.1	RP11-72K17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249990	ENSG00000249990.1	RP11-474J18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249448	ENSG00000249448.1	RP11-474J18.1	0	0	0	0	0	0	0	0	0.01921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000729811320754717	0.0394098113207547
ENSG00000270232	ENSG00000270232.1	RP11-475J5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270230	ENSG00000270230.1	RP11-475J5.11	0.097185	0.1218	0.17075	0.1227	0.1302	0.1308	0.3058	0.1795	0.1727	0.23215	0.10265	0.1076	0.1476	0.1398	0.1862	0.1691	0.1898	0.1975	0.168	0.1541	0.08931	0.1247	0.09846	0.04545	0	0.1101	0.1563	0.18295	0.08975	0.1415	0.2038	0.2091	0.2329	0.1049	0.1094	0.17	0.08786	0.27035	0.1143	0	0.04233	0	0.081045	0.1976	0.2081	0.2007	0.15825	0.20135	0	0.09645	0.1045	0.07073	0	0.134492830188679	7.26261283018868
ENSG00000271687	ENSG00000271687.1	MTND5P10	0	0	0	0	0	0	0	0.01818	0.02638	0.019015	0	0	0.01951	0.01857	0.01862	0.01798	0.01682	0.02228	0	0.019765	0	0	0	0.014825	0	0	0	0	0	0	0	0.0221	0.02598	0	0.01538	0	0	0.0196	0	0	0	0	0	0	0.01475	0	0	0.01714	0	0	0	0	0	0.00616783018867924	0.333062830188679
ENSG00000270906	ENSG00000270906.1	RP11-475J5.6	0.55035	0.4375	0.7573	0.2374	0.2841	0.334	0.2197	0.81095	0.7085	0.9323	0.59655	0.6786	0.87085	0.7498	0.8213	0.9148	0.8858	1.1945	0.7882	0.9427	0.44365	0.3075	0.3007	0.11863	0.2577	0.5246	0.58825	0.5896	0.2914	0.5396	0.1752	0.9487	1.375	0.6759	0.7689	0.393	0.5318	0.86225	0.43715	0.2645	0.22375	0.3391	0.5205	0.4711	0.4272	0.6357	0.3697	0.6361	0.5416	0.5121	0.3047	0.2614	0.1382	0.556422264150943	30.0468022641509
ENSG00000270350	ENSG00000270350.1	RP11-475J5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271480	ENSG00000271480.1	RP11-475J5.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270388	ENSG00000270388.1	RP11-475J5.8	0	0	0.03038	0	0	0	0	0.04469	0.044	0.03629	0	0	0.033405	0.04415	0.04578	0.03128	0	0	0	0.03027	0	0	0	0	0	0	0	0	0	0	0	0.03887	0.05275	0.04949	0	0	0	0.033665	0	0	0	0	0	0	0	0.03556	0	0	0	0	0	0	0	0.0103883018867925	0.560968301886792
ENSG00000270307	ENSG00000270307.1	MTATP6P2	0.46995	0.4609	0.69245	0.2178	0.2685	0.3146	0.2938	0.87285	0.8327	0.79495	0.53605	0.6538	0.7719	0.7321	0.7895	0.7853	0.7678	0.7869	0.6398	0.70515	0.43725	0.21145	0.2314	0.24885	0.1779	0.4516	0.487	0.4461	0.2566	0.4056	0.1979	0.795	0.9297	0.6354	0.5638	0.3374	0.4073	0.6906	0.3334	0.2647	0.1724	0.3658	0.4305	0.3705	0.3813	0.5169	0.269	0.494	0.4006	0.42215	0.2808	0.2507	0.115	0.478592452830189	25.8439924528302
ENSG00000270225	ENSG00000270225.1	RP11-475J5.4	0.28595	0.2736	0.40655	0.1444	0.1988	0.2139	0.2427	0.61295	0.6119	0.69815	0.44205	0.4437	0.50875	0.5416	0.5848	0.5588	0.5687	0.73975	0.5715	0.7078	0.31655	0.22205	0.2058	0.06955	0.1471	0.3239	0.44825	0.31805	0.2118	0.3319	0.2339	0.3634	0.6634	0.5374	0.3829	0.263	0.2211	0.3738	0.2299	0.142	0.1238	0.2472	0.3143	0.2488	0.2821	0.356	0.2334	0.33485	0.238	0.2692	0.1718	0.1694	0.1032	0.348191509433962	18.802341509434
ENSG00000271207	ENSG00000271207.1	RP11-475J5.5	0.072665	0.06287	0.1643	0.0381	0.04249	0.07787	0.04257	0.26945	0.2536	0.20555	0.1157	0.1195	0.21775	0.2126	0.2513	0.2153	0.1763	0.1924	0.09308	0.18345	0.076795	0.066375	0.04472	0.07786	0.04458	0.06405	0.12825	0.09721	0.06368	0.08738	0.03903	0.2256	0.3379	0.1245	0.1387	0.07883	0.09728	0.20645	0.053945	0.0331	0.0259	0.02804	0.041675	0.1004	0.1084	0.1768	0.070025	0.12455	0.06746	0.070015	0.03863	0.04188	0.0259	0.11344820754717	6.12620320754717
ENSG00000244921	ENSG00000244921.2	CTB-36O1.7	1.1775	0.9855	1.2345	0.6269	0.7567	0.8147	0.6975	1.359	1.162	1.66	0.99415	1.381	1.2755	1.052	1.248	1.25	1.508	1.606	1.143	1.245	1.0995	0.56845	0.6198	0.5456	0.7305	1.057	1.1965	1.132	0.7725	1.0695	0.7234	1.535	2.058	1.561	1.315	0.8302	1.131	1.398	0.95765	0.7062	0.59725	0.9373	1.0305	0.9813	0.9988	1.339	0.6579	1.215	0.9657	1.139	0.6884	0.7502	0.313	1.05277547169811	56.8498754716981
ENSG00000249119	ENSG00000249119.1	MTND6P4	1.5485	2.009	2.239	2.081	2.068	1.854	3.282	2.889	2.13	3.36	1.862	2.103	2.452	2.214	2.578	2.83	2.942	3.5545	2.34	2.533	1.5415	1.959	1.557	1.0089	0.8638	1.61	2.2145	2.649	1.39	2.4825	2.412	3.144	3.415	1.801	1.779	2.335	1.356	3.457	1.802	1.188	0.81245	0.9877	1.5475	2.827	2.894	3.301	1.965	3.0255	1.037	1.541	1.36	1.088	0.7016	2.11173490566038	114.03368490566
ENSG00000248923	ENSG00000248923.1	MTND5P11	0.8085	0.912	1.0625	0.7742	0.8474	0.7503	0.9673	1.3025	1.132	1.6545	0.9334	1.218	1.325	1.147	1.428	1.279	1.475	1.5905	1.134	1.2095	0.72975	0.90585	0.7239	0.5581	0.8653	0.8359	1.0795	1.204	0.7285	1.0385	0.9033	1.659	1.803	0.956	0.9907	1.051	0.8628	1.3885	0.88995	0.6953	0.4589	0.5993	0.78535	1.185	1.147	1.367	0.72645	1.299	0.6856	0.86695	0.6593	0.5976	0.3084	1.00953396226415	54.5148339622641
ENSG00000247627	ENSG00000247627.2	MTND4P12	10.75	9.609	15.505	5.445	6.682	6.635	5.936	16.405	14.04	16.56	10.78	13.13	15.85	14.39	18.14	17.18	17.07	17.8	15.13	16.985	9.8485	5.961	5.377	4.653	5.416	10.53	12	11.62	6.167	11.325	5.147	16.59	22.74	17.53	17.02	8.47	8.878	13.84	9.0825	6.806	4.458	7.174	12.055	9.016	8.626	12.11	6.955	13.27	9.33	10.965	6.749	6.163	3.059	10.9991132075472	593.952113207547
ENSG00000198868	ENSG00000198868.3	MIR4461	2.0375	2.174	3.2245	0.9628	1.329	1.288	1.627	2.9645	2.746	3.594	2.0365	2.907	3.579	2.556	3.122	3.077	2.956	3.368	2.565	2.98	1.967	1.3535	1.253	0.4443	1.309	2.043	2.431	2.384	1.362	2.4905	0.9493	3.388	5.18	2.912	3.195	1.751	1.901	2.895	1.8345	1.247	1.0215	1.71	2.5225	1.749	1.769	2.25	1.1935	2.645	2.09	2.2575	1.438	1.323	0.4782	2.18549245283019	118.01659245283
ENSG00000249192	ENSG00000249192.1	CTB-36O1.3	0	0	0.2742	0	0	0	0	0.24555	0	0.3524	0	0	0.1455	0.1856	0.2592	0.2884	0.3252	0.3845	0	0.28015	0	0	0	0	0	0	0.23955	0	0	0	0	0.3515	0.4459	0.2912	0.2151	0	0.2318	0.20775	0	0	0	0	0	0	0	0.2755	0	0.2412	0	0	0	0	0	0.0988716981132075	5.33907169811321
ENSG00000217083	ENSG00000217083.1	RP1-245M18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1946	0	0.1281	0	0	0	0.2093	0.0112166981132075	0.605701698113208
ENSG00000235040	ENSG00000235040.1	MTCO3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255633	ENSG00000255633.3	MTRNR2L9	0.23325	0.2285	0.4685	0.176	0.2215	0.2615	0.2679	1.494	1.229	1.207	0.67795	0.5817	0.9355	0.9745	1.373	1.18	1.298	1.158	0.8512	1.26	0.2253	0.23035	0.1604	0.044935	0.1132	0.3215	0.2926	0.331	0.1803	0.285	0.1139	0.4962	0.6997	0.6181	0.2749	0.2491	0.1036	0.3537	0.2465	0.1173	0.09184	0.213	0.2835	0.2244	0.2446	0.188	0.19675	0.27035	0.3228	0.23715	0.1321	0.1379	0.2005	0.458065566037736	24.7355405660377
ENSG00000262095	ENSG00000262095.1	RP3-433F14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219087	ENSG00000219087.2	RP3-433F14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220340	ENSG00000220340.1	RP3-433F14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216853	ENSG00000216853.1	RP3-399J4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220139	ENSG00000220139.1	RP3-354N19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220113	ENSG00000220113.2	MTCYBP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217160	ENSG00000217160.2	RP11-331O9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0	0	0	0	0.00228301886792453	0.123283018867925
ENSG00000242246	ENSG00000242246.2	RP11-331O9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218776	ENSG00000218776.4	RP11-331O9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07848	0	0	0	0	0.00148075471698113	0.0799607547169811
ENSG00000217044	ENSG00000217044.1	RP11-331O9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07277	0	0	0	0	0.00137301886792453	0.0741430188679245
ENSG00000220733	ENSG00000220733.1	RP11-331O9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220514	ENSG00000220514.1	RP11-331O9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216713	ENSG00000216713.1	MTND4P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03807	0	0	0	0	0.000718301886792453	0.0387883018867924
ENSG00000228803	ENSG00000228803.1	AC073072.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228770	ENSG00000228770.1	AC007327.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231537	ENSG00000231537.1	RP11-1217F2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2904	0	0	0	0	0.00697358490566038	0.37657358490566
ENSG00000225295	ENSG00000225295.1	MTND4P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1136	0	0	0	0	0.00320566037735849	0.173105660377359
ENSG00000228440	ENSG00000228440.1	MTND5P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0	0.00238509433962264	0.128795094339623
ENSG00000224880	ENSG00000224880.1	RP11-1217F2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07778	0	0	0	0	0.00146754716981132	0.0792475471698113
