id	chromosome_name	start_position	end_position	strand	hgnc_symbol	ensembl_gene_id_version	ensembl_gene_id	transcript_count
NUMT_15.002	15	34671269	34880704	-1	GOLGA8A	ENSG00000175265.13	ENSG00000175265	7
NUMT_15.002	15	34817408	34880704	-1	GOLGA8B	ENSG00000215252.7	ENSG00000215252	12
NUMT_15.003	15	35509546	35838394	-1	DPH6	ENSG00000134146.7	ENSG00000134146	9
NUMT_15.004	15	39157523	39719396	-1	NA	ENSG00000259345.1	ENSG00000259345	6
NUMT_15.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_15.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_15.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_15.008	15	48700503	48938046	-1	FBN1	ENSG00000166147.9	ENSG00000166147	8
NUMT_15.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_15.010	15	58245622	58790065	-1	ALDH1A2	ENSG00000128918.10	ENSG00000128918	25
NUMT_15.010	15	58430368	58478110	1	AQP9	ENSG00000103569.5	ENSG00000103569	4
NUMT_15.010	15	58443232	58444712	1	NA	ENSG00000259600.2	ENSG00000259600	1
NUMT_15.011	15	58245622	58790065	-1	ALDH1A2	ENSG00000128918.10	ENSG00000128918	25
NUMT_15.011	15	58430368	58478110	1	AQP9	ENSG00000103569.5	ENSG00000103569	4
NUMT_15.011	15	58444805	58446606	1	NA	ENSG00000259379.1	ENSG00000259379	1
NUMT_15.012	15	58245622	58790065	-1	ALDH1A2	ENSG00000128918.10	ENSG00000128918	25
NUMT_15.012	15	58430368	58478110	1	AQP9	ENSG00000103569.5	ENSG00000103569	4
NUMT_15.013	15	67278699	67351591	-1	NA	ENSG00000259347.1	ENSG00000259347	3
NUMT_15.014	15	88418230	88799999	-1	NTRK3	ENSG00000140538.12	ENSG00000140538	20
NUMT_16.001	16	3415099	3536960	1	NA	ENSG00000262621.2	ENSG00000262621	5
NUMT_16.001	16	3419957	3420906	-1	NA	ENSG00000263177.1	ENSG00000263177	1
NUMT_16.002	16	3415099	3536960	1	NA	ENSG00000262621.2	ENSG00000262621	5
NUMT_16.002	16	3421053	3422283	-1	MTRNR2L4	ENSG00000232196.2	ENSG00000232196	1
NUMT_16.003	16	3415099	3536960	1	NA	ENSG00000262621.2	ENSG00000262621	5
NUMT_16.004	16	3415099	3536960	1	NA	ENSG00000262621.2	ENSG00000262621	5
NUMT_16.005	16	6069095	7763340	1	RBFOX1	ENSG00000078328.15	ENSG00000078328	20
NUMT_16.006	16	10813872	10815321	-1	NA	ENSG00000261904.1	ENSG00000261904	1
NUMT_16.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_16.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_16.009	16	20621565	20808903	1	ACSM3	ENSG00000005187.7	ENSG00000005187	15
NUMT_16.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_16.011	16	69389464	69442474	-1	TERF2	ENSG00000132604.6	ENSG00000132604	13
NUMT_16.012	16	70695107	70719969	-1	MTSS1L	ENSG00000132613.10	ENSG00000132613	3
NUMT_16.013	16	82077941	82173236	-1	NA	ENSG00000261235.1	ENSG00000261235	2
NUMT_16.013	16	82154243	82155374	-1	NA	ENSG00000260161.1	ENSG00000260161	1
NUMT_16.014	16	82077941	82173236	-1	NA	ENSG00000261235.1	ENSG00000261235	2
NUMT_16.015	16	82660408	83830204	1	CDH13	ENSG00000140945.11	ENSG00000140945	15
NUMT_17.001	17	18853658	18925908	1	SLC5A10	ENSG00000154025.11	ENSG00000154025	7
NUMT_17.001	17	18872102	18908117	-1	FAM83G	ENSG00000188522.10	ENSG00000188522	5
NUMT_17.002	17	18853658	18925908	1	SLC5A10	ENSG00000154025.11	ENSG00000154025	7
NUMT_17.002	17	18872102	18908117	-1	FAM83G	ENSG00000188522.10	ENSG00000188522	5
NUMT_17.003	17	19463424	19501235	-1	NA	ENSG00000262769.1	ENSG00000262769	1
NUMT_17.004	17	19504173	19504658	1	NA	ENSG00000266179.2	ENSG00000266179	1
NUMT_17.005	17	19504173	19504658	1	NA	ENSG00000266179.2	ENSG00000266179	1
NUMT_17.005	17	19505153	19505569	1	NA	ENSG00000271900.1	ENSG00000271900	1
NUMT_17.006	17	19505153	19505569	1	NA	ENSG00000271900.1	ENSG00000271900	1
NUMT_17.006	17	19505572	19506521	1	MTND1P14	ENSG00000227225.1	ENSG00000227225	1
NUMT_17.007	17	19507110	19508361	1	MTND2P12	ENSG00000228725.3	ENSG00000228725	1
NUMT_17.008	17	19507110	19508361	1	MTND2P12	ENSG00000228725.3	ENSG00000228725	1
NUMT_17.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.010	17	19641297	19652256	-1	ALDH3A1	ENSG00000108602.13	ENSG00000108602	17
NUMT_17.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.012	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.014	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.015	17	27277531	27384234	1	PIPOX	ENSG00000179761.7	ENSG00000179761	10
NUMT_17.015	17	27281919	27333458	-1	SEZ6	ENSG00000063015.15	ENSG00000063015	10
NUMT_17.016	17	33905065	34053436	1	AP2B1	ENSG00000006125.12	ENSG00000006125	19
NUMT_17.017	17	42030106	42081837	-1	PYY	ENSG00000131096.6	ENSG00000131096	2
NUMT_17.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_17.019	17	52976748	53039310	1	TOM1L1	ENSG00000141198.9	ENSG00000141198	24
NUMT_17.020	17	58754814	59470199	1	BCAS3	ENSG00000141376.16	ENSG00000141376	32
NUMT_17.021	17	61086917	61505060	1	TANC2	ENSG00000170921.10	ENSG00000170921	10
NUMT_17.021	17	61458592	61491673	-1	NA	ENSG00000226797.1	ENSG00000226797	1
NUMT_17.021	17	61468552	61508450	-1	NA	ENSG00000263644.1	ENSG00000263644	1
NUMT_17.022	17	66863433	66951533	-1	ABCA8	ENSG00000141338.9	ENSG00000141338	14
NUMT_17.023	17	78518619	78940171	1	RPTOR	ENSG00000141564.9	ENSG00000141564	12
NUMT_18.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_18.002	18	14137709	14139271	1	NA	ENSG00000267704.1	ENSG00000267704	1
NUMT_18.003	18	45357922	45457515	-1	SMAD2	ENSG00000175387.11	ENSG00000175387	12
NUMT_18.004	18	48086448	48258194	1	MAPK4	ENSG00000141639.7	ENSG00000141639	6
NUMT_18.004	18	48195880	48196585	1	NA	ENSG00000267713.1	ENSG00000267713	1
NUMT_18.005	18	59475296	59561480	-1	RNF152	ENSG00000176641.6	ENSG00000176641	4
NUMT_18.006	18	61771325	62090836	1	NA	ENSG00000267134.1	ENSG00000267134	1
NUMT_18.006	18	61814443	61826533	1	NA	ENSG00000236392.2	ENSG00000236392	2
NUMT_19.001	19	12203078	12225491	1	NA	ENSG00000188474.6	ENSG00000188474	2
NUMT_19.001	19	12203078	12248050	1	ZNF788	ENSG00000214189.4	ENSG00000214189	6
NUMT_19.001	19	12203658	12251222	-1	ZNF20	ENSG00000132010.11	ENSG00000132010	8
NUMT_19.001	19	12207239	12207730	1	RSL24D1P8	ENSG00000237273.1	ENSG00000237273	1
NUMT_19.002	19	12203078	12225491	1	NA	ENSG00000188474.6	ENSG00000188474	2
NUMT_19.002	19	12203078	12248050	1	ZNF788	ENSG00000214189.4	ENSG00000214189	6
NUMT_19.002	19	12203658	12251222	-1	ZNF20	ENSG00000132010.11	ENSG00000132010	8
NUMT_19.003	19	12305830	12348582	1	NA	ENSG00000234773.2	ENSG00000234773	4
NUMT_19.004	19	12571998	12624668	-1	ZNF709	ENSG00000242852.2	ENSG00000242852	3
NUMT_19.004	19	12572373	12662288	-1	NA	ENSG00000196826.7	ENSG00000196826	1
NUMT_19.004	19	12613489	12614920	1	NA	ENSG00000236483.1	ENSG00000236483	1
NUMT_19.004	19	12615479	12615704	1	NA	ENSG00000232579.1	ENSG00000232579	1
NUMT_19.005	19	12571998	12624668	-1	ZNF709	ENSG00000242852.2	ENSG00000242852	3
NUMT_19.005	19	12572373	12662288	-1	NA	ENSG00000196826.7	ENSG00000196826	1
NUMT_19.005	19	12617063	12618844	1	NA	ENSG00000234003.1	ENSG00000234003	1
NUMT_19.006	19	12571998	12624668	-1	ZNF709	ENSG00000242852.2	ENSG00000242852	3
NUMT_19.006	19	12572373	12662288	-1	NA	ENSG00000196826.7	ENSG00000196826	1
NUMT_19.006	19	12618943	12619077	1	PPIAP20	ENSG00000235686.1	ENSG00000235686	1
NUMT_19.007	19	28175488	28284848	-1	LINC00662	ENSG00000261824.2	ENSG00000261824	9
NUMT_19.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_19.009	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.009	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.009	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.010	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.010	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.010	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.011	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.011	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.011	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.012	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.012	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.012	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.013	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.013	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.013	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.014	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.014	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.014	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.015	19	38039816	38078249	1	ZNF571-AS1	ENSG00000267470.1	ENSG00000267470	12
NUMT_19.015	19	38042308	38104998	1	ZNF540	ENSG00000171817.12	ENSG00000171817	10
NUMT_19.015	19	38045684	38085673	-1	ZNF571	ENSG00000180479.9	ENSG00000180479	6
NUMT_19.016	19	42590263	42700737	-1	POU2F2	ENSG00000028277.16	ENSG00000028277	19
NUMT_19.017	19	44645710	44663156	1	ZNF234	ENSG00000263002.3	ENSG00000263002	4
NUMT_19.018	19	57202054	57311014	1	NA	ENSG00000269793.1	ENSG00000269793	5
NUMT_19.019	19	57202054	57311014	1	NA	ENSG00000269793.1	ENSG00000269793	5
NUMT_19.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.003	20	5931298	5975852	1	MCM8	ENSG00000125885.9	ENSG00000125885	4
NUMT_20.004	20	9049410	9461889	1	PLCB4	ENSG00000101333.12	ENSG00000101333	14
NUMT_20.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_20.008	20	55926066	55954267	1	RAE1	ENSG00000101146.8	ENSG00000101146	9
NUMT_20.009	20	58662895	59102516	1	NA	ENSG00000228340.1	ENSG00000228340	11
NUMT_21.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.003	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.004	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.007	21	17442842	17999716	1	LINC00478	ENSG00000215386.6	ENSG00000215386	19
NUMT_21.008	21	26212864	26430059	1	NA	ENSG00000226983.2	ENSG00000226983	1
NUMT_21.009	21	36160098	37376965	-1	RUNX1	ENSG00000159216.14	ENSG00000159216	19
NUMT_21.010	21	40928369	41045064	1	B3GALT5	ENSG00000183778.13	ENSG00000183778	5
NUMT_21.010	21	40969074	40984748	-1	C21orf88	ENSG00000184809.8	ENSG00000184809	4
NUMT_21.011	21	43824008	43867791	1	UBASH3A	ENSG00000160185.9	ENSG00000160185	5
NUMT_21.012	21	45889812	45892399	-1	NA	ENSG00000224747.1	ENSG00000224747	1
NUMT_21.013	21	45892778	45893622	1	MTND6P21	ENSG00000223431.1	ENSG00000223431	1
NUMT_21.014	21	45892778	45893622	1	MTND6P21	ENSG00000223431.1	ENSG00000223431	1
NUMT_21.014	21	45893606	45894980	-1	MTND5P1	ENSG00000227999.1	ENSG00000227999	1
NUMT_21.015	21	45893606	45894980	-1	MTND5P1	ENSG00000227999.1	ENSG00000227999	1
NUMT_21.016	21	45893606	45894980	-1	MTND5P1	ENSG00000227999.1	ENSG00000227999	1
NUMT_21.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_21.018	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_22.001	22	17357442	17357792	-1	NA	ENSG00000237358.1	ENSG00000237358	1
NUMT_22.002	22	24347904	24349416	1	MTND1P13	ENSG00000232014.1	ENSG00000232014	1
NUMT_22.002	22	24348440	24348799	1	EIF4EBP1P2	ENSG00000229513.1	ENSG00000229513	1
NUMT_22.003	22	24350068	24352081	-1	NA	ENSG00000224676.1	ENSG00000224676	2
NUMT_22.004	22	32908539	33454358	-1	SYN3	ENSG00000185666.10	ENSG00000185666	12
NUMT_22.005	22	36134783	36424473	-1	RBFOX2	ENSG00000100320.18	ENSG00000100320	14
NUMT_22.006	22	36568982	36569996	1	NA	ENSG00000231576.1	ENSG00000231576	1
NUMT_22.007	22	36570309	36570870	1	NA	ENSG00000237948.1	ENSG00000237948	1
NUMT_22.007	22	36571215	36571902	1	NA	ENSG00000225557.1	ENSG00000225557	1
NUMT_22.008	22	36571905	36572574	1	NA	ENSG00000237129.1	ENSG00000237129	1
NUMT_22.009	22	36571905	36572574	1	NA	ENSG00000237129.1	ENSG00000237129	1
NUMT_22.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_22.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_22.012	22	36574602	36575433	1	MTND1P10	ENSG00000229088.1	ENSG00000229088	1
NUMT_22.013	22	36574602	36575433	1	MTND1P10	ENSG00000229088.1	ENSG00000229088	1
NUMT_22.014	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_22.015	22	42095503	42195460	1	MEI1	ENSG00000167077.8	ENSG00000167077	18
NUMT_22.016	22	46756731	46933067	-1	CELSR1	ENSG00000075275.12	ENSG00000075275	6
NUMT_22.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.003	X	9754496	9917483	1	SHROOM2	ENSG00000146950.8	ENSG00000146950	4
NUMT_X.004	X	15706953	15805747	1	CA5B	ENSG00000169239.8	ENSG00000169239	10
NUMT_X.005	X	22277914	23311263	-1	NA	ENSG00000233067.2	ENSG00000233067	2
NUMT_X.005	X	22446249	22512830	1	NA	ENSG00000231846.1	ENSG00000231846	1
NUMT_X.006	X	24072833	24096088	1	EIF2S3	ENSG00000130741.6	ENSG00000130741	5
NUMT_X.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.008	X	53401070	53449677	-1	SMC1A	ENSG00000072501.13	ENSG00000072501	6
NUMT_X.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.011	X	62062012	62062972	1	MTND1P31	ENSG00000235170.1	ENSG00000235170	1
NUMT_X.012	X	62063167	62063776	1	MTND2P25	ENSG00000228182.1	ENSG00000228182	1
NUMT_X.013	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.014	X	69344822	69348921	-1	MTND4P31	ENSG00000235382.1	ENSG00000235382	1
NUMT_X.015	X	69344822	69348921	-1	MTND4P31	ENSG00000235382.1	ENSG00000235382	1
NUMT_X.016	X	69344822	69348921	-1	MTND4P31	ENSG00000235382.1	ENSG00000235382	1
NUMT_X.017	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.018	X	83572882	83757487	-1	HDX	ENSG00000165259.9	ENSG00000165259	5
NUMT_X.019	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.020	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.021	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.022	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.023	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.024	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.025	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.025	X	102041741	102043315	1	MTND2P2	ENSG00000229954.1	ENSG00000229954	1
NUMT_X.026	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.027	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.027	X	102051179	102052021	1	NA	ENSG00000237300.2	ENSG00000237300	1
NUMT_X.028	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.028	X	102052459	102053056	1	NA	ENSG00000237628.2	ENSG00000237628	1
NUMT_X.029	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.029	X	102053324	102054488	1	NA	ENSG00000228316.1	ENSG00000228316	1
NUMT_X.029	X	102054491	102054811	1	NA	ENSG00000224471.2	ENSG00000224471	1
NUMT_X.030	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.030	X	102054870	102056327	1	MTND4P32	ENSG00000226056.1	ENSG00000226056	1
NUMT_X.031	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.031	X	102054870	102056327	1	MTND4P32	ENSG00000226056.1	ENSG00000226056	1
NUMT_X.032	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.032	X	102057969	102061066	1	MTND5P26	ENSG00000234886.1	ENSG00000234886	1
NUMT_X.033	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.034	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.035	X	102024089	102140334	1	LINC00630	ENSG00000223546.2	ENSG00000223546	5
NUMT_X.036	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.037	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.038	X	125606711	125606867	1	MTND4LP1	ENSG00000231501.1	ENSG00000231501	1
NUMT_X.038	X	125606792	125606865	-1	NA	ENSG00000264338.1	ENSG00000264338	1
NUMT_X.038	X	125606868	125607264	1	MTND4P24	ENSG00000232177.1	ENSG00000232177	1
NUMT_X.039	X	125606711	125606867	1	MTND4LP1	ENSG00000231501.1	ENSG00000231501	1
NUMT_X.039	X	125606792	125606865	-1	NA	ENSG00000264338.1	ENSG00000264338	1
NUMT_X.039	X	125606868	125607264	1	MTND4P24	ENSG00000232177.1	ENSG00000232177	1
NUMT_X.040	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.041	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.042	X	125866419	125866503	-1	NA	ENSG00000263686.1	ENSG00000263686	1
NUMT_X.043	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_X.044	X	135295381	135338641	-1	MAP7D3	ENSG00000129680.11	ENSG00000129680	8
NUMT_X.045	X	142372754	142604631	1	NA	ENSG00000227303.1	ENSG00000227303	1
NUMT_X.046	X	142372754	142604631	1	NA	ENSG00000227303.1	ENSG00000227303	1
NUMT_X.046	X	142520836	142521752	1	MTND1P33	ENSG00000235539.1	ENSG00000235539	1
NUMT_X.047	X	142372754	142604631	1	NA	ENSG00000227303.1	ENSG00000227303	1
NUMT_X.047	X	142522311	142523074	1	NA	ENSG00000230130.1	ENSG00000230130	1
NUMT_X.048	X	142372754	142604631	1	NA	ENSG00000227303.1	ENSG00000227303	1
NUMT_X.048	X	142522311	142523074	1	NA	ENSG00000230130.1	ENSG00000230130	1
NUMT_X.049	X	142627592	142631882	1	NA	ENSG00000227675.1	ENSG00000227675	1
NUMT_X.050	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.001	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.002	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.003	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.004	Y	8239704	8240071	1	MTND1P1	ENSG00000226529.1	ENSG00000226529	1
NUMT_Y.004	Y	8240282	8240751	1	MTND2P3	ENSG00000234850.1	ENSG00000234850	1
NUMT_Y.005	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.006	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.007	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.008	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.009	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.010	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.011	NA	NA	NA	NA	NA	NA	NA	NA
NUMT_Y.012	Y	21034387	21239302	-1	TTTY14	ENSG00000176728.3	ENSG00000176728	5
